"week";"dose";"ditch";"Simve";"Daplo";"Cerpu";"Alogu";"Aloco";"Alore";"Aloaf";"Copsp";"Ostsp";"Slyla";"Acrha";"Aloex";"Chysp";"Alona";"Plead";"Oxyte";"Grate";"Copdi";"NauLa";"CilHa";"Strvi";"amosp";"Ascmo";"Synsp";"Squro";"Squmu";"Polar";"Kerqu";"Anufi";"Mytve";"Mytvi";"Mytmu";"Lepsp";"Leppa";"Colob";"Colbi";"Colun";"Lecsp";"Lecqu";"Lecco";"Leclu";"Lecfl";"Tripo";"Cepsp";"Monlo";"Monae";"Scalo";"Trilo";"Tripo.1";"Tricy";"Trisp";"Tepat";"Rotne";"Notla";"Filsp";"Lopox";"hydrspec";"bothrosp";"olchaeta";"erpoocto";"glsicomp";"alglhete";"hebdstag";"sphidae";"ansuvote";"armicris";"bathcont";"binitent";"gyraalbu";"hippcomp";"lymnstag";"lymnaes7";"physfont";"plbacorn";"popyanti";"radiovat";"radipere";"valvcris";"valvpisc";"hycarina";"gammpule";"aselaqua";"proameri";"collembo";"caenhora";"caenluct";"caenrobu";"cloedipt";"cloesimi";"aeshniae";"libellae";"conagrae";"corident";"coripanz";"coripunc";"cymabons";"hesplinn";"hespsahl";"notoglau";"notomacu";"notoobli";"notoviri";"pacoconc";"pleaminu";"sigadist";"sigafall";"sigastri";"sigarasp";"colyfusc";"donacis6";"gyrimari";"haliconf";"haliflav";"haligruf";"haliobli";"herubrev";"hya_herm";"hyglpusi";"hyhyovat";"hypoplan";"hyporusp";"hytuinae";"hytuvers";"laphminu";"noteclav";"rhantusp";"sialluta";"ablalong";"ablaphmo";"cltanerv";"malopisp";"mopetenu";"prdiussp";"pstavari";"chironsp";"crchirsp";"crclglat";"ditendsp";"mitegchl";"pachgarc";"pachgvit";"popegnub";"popedisp";"acriluce";"chclpige";"conescut";"cricotsp";"liesspec";"psclbarb";"psclgsli";"psclobvi";"psclplat";"psclpsil";"pscladsp";"cladotsp";"laa_spec";"patanysp";"tatarssp";"zaa_spec";"anopmacu";"cepogoae";"chaoobsc";"cucidae4";"tabanusp";"agdasphr";"athrater";"cyrncren";"holodubi";"holopici";"leceriae";"lilurhom";"monaangu";"mystazur";"mystloni";"oecefurv";"oecelacu";"triabico";"paponysp"
"0.1";"0.1";"8";5;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;30;340;100049;480;80;10;100;10;0;10;0;0;0;0;0;10;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46;0;0;0;4;1;0;8;0;5;0;0;0;0;0;0;1;0;0;0;7;0;0;0;0;0;231;5;0;419;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;12;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0
"0.1";"44";"9";0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;40;56750;240;20;40;120;0;0;240;0;0;0;0;0;0;0;0;0;0;0;0;20;0;20;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;115;16;0;0;0;2;0;15;0;5;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;21;0;0;3;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;3;0;0;0;0
"0.1";"0.9";"10";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;330;38577;340;20;20;310;0;0;1160;0;0;0;0;0;10;0;10;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;92;53;0;1;0;0;0;55;0;10;10;0;0;0;0;0;0;0;0;0;2;2;1;0;0;0;347;2;0;85;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;2;0;0;1;0;0;0;1;0;0;4;0;6;0;0;0;0
"0.1";"0";"11";9;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;660;63033;60;180;0;250;0;0;70;0;0;0;0;0;10;0;0;0;10;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;15;3;0;0;21;0;6;0;2;0;0;0;0;0;0;0;0;0;0;0;61;1;14;2;0;357;18;0;420;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;1;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;3;0;19;0;0;0;0
"0.1";"6";"12";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;100;49435;260;80;0;50;0;0;50;0;0;10;0;0;0;0;10;0;0;10;0;0;0;30;0;40;0;0;20;0;0;0;0;0;0;0;0;0;0;47;117;11;0;0;0;1;0;20;0;3;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;32;1;0;7;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;5;0;0;0;0
"1";"0.1";"1";5;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;60;480;78152;1700;0;90;70;0;0;260;0;0;10;0;0;0;0;0;0;0;10;0;0;0;0;0;20;0;0;0;0;0;0;0;10;0;10;0;0;0;2;15;13;0;0;1;0;0;32;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;315;0;0;301;0;0;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;4;0;0;0;0;0;0;0;0;0;0;3;7;0;0;0;0;0;0;0;1;0;0;0;6;0;0;0;0
"1";"0";"2";2;4;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;230;15114;320;20;130;260;0;0;230;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;103;11;0;4;1;4;0;79;0;0;0;0;0;0;0;0;90;0;0;0;1;0;0;0;0;0;153;0;0;111;0;1;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;15;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;9;3;0;0;0;1;0;0;1;0;0;1;0;5;0;0;0;0
"1";"0";"3";13;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;240;40071;1580;0;0;0;0;0;20;0;0;0;0;0;0;0;40;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;3;18;0;0;9;0;4;0;306;0;11;0;0;0;0;0;0;425;0;0;0;22;1;0;0;0;0;87;1;0;90;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;5;2;3;0;1;0;0;5;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;1;0;0;0;17;1;0;0;0
"1";"0.9";"4";6;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;260;4878;520;80;190;90;0;0;10;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;10;0;0;0;0;0;0;0;10;0;0;0;0;0;2;67;10;2;0;0;0;0;44;0;0;0;0;0;0;0;0;2;0;0;0;1;2;0;0;0;0;150;0;0;92;0;0;0;16;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;22;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0;1;0;0;0;0;0;2;2;0;0;0;0;0;0;1;0;0;0;0;12;0;0;0;0
"1";"0";"5";2;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;20;420;44374;5122;20;100;680;0;0;200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;1;4;10;4;1;0;2;0;26;0;84;0;0;0;0;0;0;0;0;0;0;0;1;0;3;0;0;536;0;0;620;2;0;0;7;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;6;2;6;0;0;0;0;3;0;0;0;0;0;7;0;0;0;2;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;11;0;0;0;0;0;0;0;1;0;0;0;21;0;0;0;0
"1";"44";"6";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3000;380;20;100;400;0;40;8180;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;24;2;6;2;1;0;2;0;40;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1";"6";"7";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;33437;3061;40;960;280;20;0;0;0;0;0;0;10;0;0;0;30;10;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;10;0;0;0;0;58;29;2;36;0;0;0;13;0;2;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;3;0;0;0;0
"1";"0.1";"8";2;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;20;420;77452;1360;40;0;140;0;0;0;0;0;0;0;0;10;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;10;0;0;0;0;57;0;0;0;21;1;0;5;0;3;0;0;0;0;0;0;3;0;0;0;0;1;0;3;0;0;179;0;0;473;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;4;8;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0
"1";"44";"9";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5922;740;40;100;200;0;0;660;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;19;0;0;0;1;0;32;0;4;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1";"0.9";"10";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;1640;30;120;420;1200;0;0;5021;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;10;0;0;0;0;0;0;0;0;0;173;35;0;0;1;0;0;114;0;10;0;0;0;0;0;0;0;0;0;0;4;1;0;0;0;0;19;0;0;6;0;0;0;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;7;0;0;0;0;0;0;0;0;2;0;0;0;0
"1";"0";"11";17;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;30;420;90257;2539;0;0;20;0;0;80;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;17;2;1;0;12;0;5;0;0;0;0;0;0;0;0;2;0;0;0;0;0;5;20;0;0;201;0;0;381;0;0;0;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;2;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0;2;0;0;0;0;0;0;0;0;36;1;0;0;0
"1";"6";"12";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;5321;200;80;90;640;0;0;270;0;0;0;0;0;0;0;0;0;10;0;0;0;0;10;0;40;20;0;0;0;0;0;0;0;0;0;0;0;0;7;46;3;0;0;1;0;0;60;0;9;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"2";"0.1";"1";9;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;340;13486;920;20;80;400;0;0;220;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;14;0;0;3;0;0;10;0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;179;2;0;223;2;0;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;2;0;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;2;10;0;0;0;0;0;0;6;0;0;0;0;4;0;0;0;0
"2";"0";"2";4;10;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;720;10683;220;0;60;0;0;0;440;0;0;0;0;0;20;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;99;6;1;0;1;0;0;137;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;200;2;0;101;1;1;0;12;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;3;2;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;9;6;0;0;0;0;1;1;1;0;0;0;0;6;1;0;0;0
"2";"0";"3";5;0;0;0;0;0;0;2;9;0;0;0;0;0;0;0;0;0;620;24771;400;0;20;120;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;20;20;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;1;77;3;0;1;1;0;0;359;0;16;0;0;0;0;0;0;343;0;0;0;8;2;0;0;0;0;200;0;0;86;0;0;0;15;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4;0;0;0;0;10;1;0;0;0;0;4;0;0;0;0;0;0;1;0;0;0;1;0;0;0;3;0;0;0;1;0;0;0;1;0;0;0;6;0;0;0;0;0;0;1;0;0;0;0;9;0;1;0;0
"2";"0.9";"4";19;0;0;0;0;0;0;3;17;0;0;0;0;0;0;0;0;0;540;1840;0;60;20;260;0;0;20;0;0;0;0;10;0;0;0;0;10;0;10;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;7;0;0;1;0;0;23;0;0;0;0;0;0;0;0;0;0;0;0;4;3;0;0;0;0;59;2;0;55;0;0;3;20;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;2;0;0;0;0;6;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0
"2";"0";"5";11;3;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;480;22752;1599;0;160;540;0;0;2120;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;18;1;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;6;0;0;336;8;0;322;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;4;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;9;0;0;2;0;0;0;0;0;0;0;0;8;0;0;0;0
"2";"44";"6";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1200;40;10;20;140;0;0;9437;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;34;17;8;0;0;0;0;0;0;25;0;0;15;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2";"6";"7";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;20;83401;520;80;10;240;0;0;40;0;0;0;0;0;40;0;0;0;80;0;0;0;0;0;0;40;10;0;0;0;0;0;0;20;0;10;0;0;0;0;150;37;6;0;0;4;0;6;0;1;0;0;0;0;0;0;0;0;1;0;7;1;0;4;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0
"2";"0.1";"8";5;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;100;1020;48943;2920;60;80;40;0;0;1220;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;1;4;0;0;3;0;4;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;79;0;0;184;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"2";"44";"9";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10801;60;40;0;60;0;0;5278;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;19;0;0;1;0;0;8;0;6;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2";"0.9";"10";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;14277;10;0;160;60;0;0;1940;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;176;16;0;0;1;2;0;114;0;14;2;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;27;4;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;0;0;0;12;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;6;0;0;0;0;0;0;0;0;1;0;0;0;0
"2";"0";"11";18;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;40;460;100049;2679;60;0;60;0;0;4521;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42;12;2;0;1;21;0;7;0;0;0;0;0;0;0;0;1;0;1;0;0;29;2;15;0;0;255;24;0;226;2;0;0;3;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;11;4;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;2;0;18;0;0;0;0
"2";"6";"12";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4521;220;40;20;140;0;0;1200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;80;0;0;0;0;0;0;0;0;0;0;0;0;1;0;12;6;0;0;1;0;0;1;0;10;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;7;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"4";"0.1";"1";18;0;0;0;0;0;0;4;8;0;0;0;0;0;0;0;0;0;460;36403;460;80;10;100;0;0;10;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;9;2;0;0;0;0;48;0;8;0;0;0;0;0;0;1;0;0;0;1;2;0;0;0;0;227;4;0;130;3;0;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;0;0;0;0;2;0;0;0;1;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;10;0;0;1;0;0;0;1;0;0;0;0;0;3;0;0;0
"4";"0";"2";1;5;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;360;12045;60;40;0;160;0;0;130;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;18;8;1;6;0;3;0;138;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;320;12;0;86;1;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;0;4;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;9;7;0;0;0;0;0;0;1;0;0;1;0;4;2;0;0;0
"4";"0";"3";10;1;0;0;0;0;0;4;11;0;0;0;0;0;0;0;0;20;360;30681;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;20;0;0;0;0;0;0;0;1;28;5;6;1;0;1;2;179;1;6;0;0;0;0;0;0;152;0;0;0;0;1;0;0;0;0;162;14;0;36;0;2;0;9;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;1;4;4;0;0;0;0;2;0;0;0;1;0;5;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;4;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0
"4";"0.9";"4";10;0;0;0;0;0;0;3;13;0;0;0;0;0;0;0;0;10;520;28464;0;80;0;120;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;10;0;10;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;11;1;0;0;1;0;198;0;0;0;0;0;0;0;0;2;0;0;0;2;3;0;0;0;0;160;3;0;36;0;0;0;11;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;4;2;3;0;0;0;0;6;0;0;0;3;2;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;1;0;0;0;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"4";"0";"5";2;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;220;44507;4781;40;40;380;0;0;1700;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;15;1;0;4;5;0;77;0;1;0;0;0;15;0;0;2;0;3;0;1;5;0;4;0;0;470;30;0;237;4;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;2;5;0;9;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;11;12;0;0;2;0;0;0;0;0;0;0;0;3;1;0;0;0
